,ID,Last,First,Player debut,Mgr debut,Coach debut,Ump debut,start_date,full_name
5805,fishd001,Fisher,Derek,06/14/2017,,,,2017-06-14,Derek Fisher
5826,fistd001,Fister,Doug,08/08/2009,,,,2009-08-08,Doug Fister
5830,fitzb001,Fitzgerald,Brian,04/17/2002,,,,2002-04-17,Brian Fitzgerald
5839,fitzm002,Fitzgerald,Mike,06/23/1988,,,,1988-06-23,Mike Fitzgerald
5840,fitzm001,Fitzgerald,Mike,09/13/1983,,,,1983-09-13,Mike Fitzgerald
5854,flahj002,Flaherty,Jack,09/01/2017,,,,2017-09-01,Jack Flaherty
5855,flahj001,Flaherty,John,04/12/1992,,,,1992-04-12,John Flaherty
5860,flahr001,Flaherty,Ryan,04/07/2012,,,,2012-04-07,Ryan Flaherty
5865,flany001,Flande,Yohan,06/25/2014,,,,2014-06-25,Yohan Flande
5877,flemd001,Fleming,Dave,08/06/1991,,,,1991-08-06,Dave Fleming
5881,flenh001,Flener,Huck,09/14/1993,,,,1993-09-14,Huck Flener
5884,fletd001,Fletcher,Darrin,09/10/1989,,,,1989-09-10,Darrin Fletcher
5888,fletp001,Fletcher,Paul,07/11/1993,,,,1993-07-11,Paul Fletcher
5890,flets001,Fletcher,Scott,04/25/1981,,04/01/2013,,1981-04-25,Scott Fletcher
5893,flexc001,Flexen,Chris,07/27/2017,,,,2017-07-27,Chris Flexen
5903,flork001,Flora,Kevin,09/27/1991,,,,1991-09-27,Kevin Flora
5905,flord001,Florence,Don,08/08/1995,,,,1995-08-08,Don Florence
5909,florj002,Flores,Jesus,04/04/2007,,,,2007-04-04,Jesus Flores
5910,florj001,Flores,Jose,09/07/2002,,,,2002-09-07,Jose Flores
5911,flork002,Flores,Kendry,06/06/2015,,,,2015-06-06,Kendry Flores
5912,florr003,Flores,Ramon,05/30/2015,,,,2015-05-30,Ramon Flores
5913,florr001,Flores,Randy,04/23/2002,,,,2002-04-23,Randy Flores
5914,florr002,Flores,Ron,06/17/2005,,,,2005-06-17,Ron Flores
5915,florw001,Flores,Wilmer,08/06/2013,,,,2013-08-06,Wilmer Flores
5916,florb001,Florie,Bryce,07/17/1994,,,,1994-07-17,Bryce Florie
5917,florp001,Florimon,Pedro,09/10/2011,,,,2011-09-10,Pedro Florimon
5918,flord002,Floro,Dylan,07/07/2016,,,,2016-07-07,Dylan Floro
5922,flowt001,Flowers,Tyler,09/03/2009,,,,2009-09-03,Tyler Flowers
5926,floyc001,Floyd,Cliff,09/18/1993,,,,1993-09-18,Cliff Floyd
5927,floyg001,Floyd,Gavin,09/03/2004,,,,2004-09-03,Gavin Floyd
5929,flynb001,Flynn,Brian,09/04/2013,,,,2013-09-04,Brian Flynn
5944,foggj001,Fogg,Josh,09/02/2001,,,,2001-09-02,Josh Fogg
5951,folet001,Foley,Tom,04/09/1983,,04/02/2002,,1983-04-09,Tom Foley
5957,foltm001,Foltynewicz,Mike,08/02/2014,,,,2014-08-02,Mike Foltynewicz
5960,fontw001,Font,Wilmer,09/18/2012,,,,2012-09-18,Wilmer Font
5961,fontn001,Fontana,Nolan,05/22/2017,,,,2017-05-22,Nolan Fontana
5962,fontj001,Fontenot,Joe,05/23/1998,,,,1998-05-23,Joe Fontenot
5963,fontm001,Fontenot,Mike,04/13/2005,,,,2005-04-13,Mike Fontenot
5964,fontr001,Fontenot,Ray,06/30/1983,,,,1983-06-30,Ray Fontenot
5965,fonvc001,Fonville,Chad,04/28/1995,,,,1995-04-28,Chad Fonville
5968,foppj001,Foppert,Jesse,04/14/2003,,,,2003-04-14,Jesse Foppert
5970,forbp001,Forbes,P.J.,07/21/1998,,,,1998-07-21,P.J. Forbes
5972,fordb002,Ford,Ben,08/20/1998,,,,1998-08-20,Ben Ford
5973,fordc001,Ford,Curt,06/22/1985,,,,1985-06-22,Curt Ford
5976,fordd002,Ford,Darren,09/01/2010,,,,2010-09-01,Darren Ford
5982,fordl001,Ford,Lew,05/29/2003,,,,2003-05-29,Lew Ford
5983,fordm001,Ford,Matt,04/02/2003,,,,2003-04-02,Matt Ford
5991,fordt001,Fordham,Tom,08/19/1997,,,,1997-08-19,Tom Fordham
5992,fordb001,Fordyce,Brook,04/26/1995,,,,1995-04-26,Brook Fordyce
5998,forne001,Fornataro,Eric,04/21/2014,,,,2014-04-21,Eric Fornataro
6002,forss001,Forster,Scott,06/18/2000,,,,2000-06-18,Scott Forster
6006,forsl001,Forsythe,Logan,05/04/2011,,,,2011-05-04,Logan Forsythe
6007,fortt001,Fortugno,Tim,07/20/1992,,,,1992-07-20,Tim Fortugno
6008,fortb001,Fortunato,Bartolome,06/29/2004,,,,2004-06-29,Bartolome Fortunato
6013,fosst001,Fossas,Tony,05/15/1988,,,,1988-05-15,Tony Fossas
6015,fossc001,Fossum,Casey,07/28/2001,,,,2001-07-28,Casey Fossum
6021,fostj001,Foster,John,04/24/2002,,,,2002-04-24,John Foster
6022,fostk001,Foster,Kevin,09/12/1993,,,,1993-09-12,Kevin Foster
6023,fostk002,Foster,Kris,08/03/2001,,,,2001-08-03,Kris Foster
6032,fosts001,Foster,Steve,08/22/1991,,04/02/2007,,1991-08-22,Steve Foster
6035,foulk001,Foulke,Keith,05/21/1997,,,,1997-05-21,Keith Foulke
6045,fowld001,Fowler,Dexter,09/02/2008,,,,2008-09-02,Dexter Fowler
6047,fowld002,Fowler,Dustin,06/29/2017,,,,2017-06-29,Dustin Fowler
6051,fowla001,Fowlkes,Alan,04/07/1982,,,,1982-04-07,Alan Fowlkes
6052,fox-a001,Fox,Andy,04/07/1996,,04/02/2007,,1996-04-07,Andy Fox
6054,fox-c001,Fox,Chad,07/13/1997,,,,1997-07-13,Chad Fox
6056,fox-e001,Fox,Eric,07/07/1992,,,,1992-07-07,Eric Fox
6061,fox-j001,Fox,Jake,07/19/2007,,,,2007-07-19,Jake Fox
6063,fox-m001,Fox,Matt,09/03/2010,,,,2010-09-03,Matt Fox
6074,franj003,Francis,Jeff,08/25/2004,,,,2004-08-25,Jeff Francis
6076,franb001,Francisco,Ben,05/01/2007,,,,2007-05-01,Ben Francisco
6077,franf001,Francisco,Frank,05/14/2004,,,,2004-05-14,Frank Francisco
6078,franj005,Francisco,Juan,09/14/2009,,,,2009-09-14,Juan Francisco
6079,franj001,Franco,John,04/24/1984,,,,1984-04-24,John Franco
6080,franj002,Franco,Julio,04/23/1982,,,,1982-04-23,Julio Franco
6081,franm004,Franco,Maikel,09/02/2014,,,,2014-09-02,Maikel Franco
6082,franm001,Franco,Matt,09/06/1995,,,,1995-09-06,Matt Franco
6083,franj004,Francoeur,Jeff,07/07/2005,,,,2005-07-07,Jeff Francoeur
6084,frant001,Francona,Terry,08/19/1981,4/1/1997,04/01/1996,,1981-08-19,Terry Francona
6086,frank001,Frandsen,Kevin,04/28/2006,,,,2006-04-28,Kevin Frandsen
6089,franm003,Frank,Mike,06/19/1998,,,,1998-06-19,Mike Frank
6093,franm002,Franklin,Micah,05/13/1997,,,,1997-05-13,Micah Franklin
6095,frann001,Franklin,Nick,05/27/2013,,,,2013-05-27,Nick Franklin
6096,franr001,Franklin,Ryan,05/15/1999,,,,1999-05-15,Ryan Franklin
6097,franw001,Franklin,Wayne,07/24/2000,,,,2000-07-24,Wayne Franklin
6099,frans001,Frankoff,Seth,06/09/2017,,,,2017-06-09,Seth Frankoff
6103,frasj001,Frascatore,John,07/21/1994,,,,1994-07-21,John Frascatore
6105,frasw001,Fraser,Willie,09/10/1986,,,,1986-09-10,Willie Fraser
6106,frasj002,Frasor,Jason,04/16/2004,,,,2004-04-16,Jason Frasor
6107,fraza001,Frazier,Adam,06/24/2016,,,,2016-06-24,Adam Frazier
6108,frazc001,Frazier,Clint,07/01/2017,,,,2017-07-01,Clint Frazier
6111,frazj001,Frazier,Jeff,07/30/2010,,,,2010-07-30,Jeff Frazier
6113,frazl001,Frazier,Lou,04/08/1993,,03/31/2008,,1993-04-08,Lou Frazier
6114,frazt001,Frazier,Todd,05/23/2011,,,,2011-05-23,Todd Frazier
6117,fredk001,Frederick,Kevin,07/15/2002,,,,2002-07-15,Kevin Frederick
6118,freds001,Fredrickson,Scott,04/29/1993,,,,1993-04-29,Scott Fredrickson
6122,freer001,Freel,Ryan,04/04/2001,,,,2001-04-04,Ryan Freel
6123,freek001,Freeland,Kyle,04/04/2017,,,,2017-04-04,Kyle Freeland
6127,freec001,Freeman,Choo,06/04/2004,,,,2004-06-04,Choo Freeman
6128,freef001,Freeman,Freddie,09/01/2010,,,,2010-09-01,Freddie Freeman
6135,freej001,Freeman,Justin,04/17/2013,,,,2013-04-17,Justin Freeman
6136,freel001,Freeman,LaVel,04/07/1989,,,,1989-04-07,LaVel Freeman
6138,freem001,Freeman,Marvin,09/16/1986,,,,1986-09-16,Marvin Freeman
6139,freem002,Freeman,Mike,07/17/2016,,,,2016-07-17,Mike Freeman
6140,frees001,Freeman,Sam,06/01/2012,,,,2012-06-01,Sam Freeman
6141,freed001,Freese,David,04/06/2009,,,,2009-04-06,David Freese
6149,frein001,Freiman,Nate,04/03/2013,,,,2013-04-03,Nate Freiman
6150,freia001,Freire,Alejandro,08/09/2005,,,,2005-08-09,Alejandro Freire
6152,freid001,Freitas,David,08/30/2017,,,,2017-08-30,David Freitas
6158,frenl001,French,Lucas,05/15/2009,,,,2009-05-15,Lucas French
6166,freys001,Frey,Steve,05/10/1989,,,,1989-05-10,Steve Frey
6167,friac001,Frias,Carlos,08/04/2014,,,,2014-08-04,Carlos Frias
6168,friah001,Frias,Hanley,06/21/1997,,,,1997-06-21,Hanley Frias
6175,friem001,Fried,Max,08/08/2017,,,,2017-08-08,Max Fried
6176,friec001,Friedrich,Christian,05/09/2012,,,,2012-05-09,Christian Friedrich
6183,friee001,Frieri,Ernesto,09/26/2009,,,,2009-09-26,Ernesto Frieri
6196,frobd001,Frobel,Doug,09/05/1982,,,,1982-09-05,Doug Frobel
6201,froht001,Frohwirth,Todd,08/10/1987,,,,1987-08-10,Todd Frohwirth
6204,frute001,Fruto,Emiliano,05/14/2006,,,,2006-05-14,Emiliano Fruto
6205,fry-j001,Fry,Jace,09/05/2017,,,,2017-09-05,Jace Fry
6209,fryej001,Frye,Jeff,07/09/1992,,,,1992-07-09,Jeff Frye
6210,fryee001,Fryer,Eric,06/26/2011,,,,2011-06-26,Eric Fryer
6211,frymt001,Fryman,Travis,07/07/1990,,,,1990-07-07,Travis Fryman
6216,fuenb001,Fuentes,Brian,06/02/2001,,,,2001-06-02,Brian Fuentes
6218,fuenm001,Fuentes,Mike,09/02/1983,,,,1983-09-02,Mike Fuentes
6219,fuenr001,Fuentes,Reymond,08/26/2013,,,,2013-08-26,Reymond Fuentes
6224,fujik001,Fujikawa,Kyuji,04/01/2013,,,,2013-04-01,Kyuji Fujikawa
6225,fukuk001,Fukudome,Kosuke,03/31/2008,,,,2008-03-31,Kosuke Fukudome
6226,fukuk002,Fukumori,Kazuo,03/31/2008,,,,2008-03-31,Kazuo Fukumori
6227,fulcj001,Fulchino,Jeff,06/22/2006,,,,2006-06-22,Jeff Fulchino
6228,fulds001,Fuld,Sam,09/05/2007,,,,2007-09-05,Sam Fuld
6241,fullb001,Fullmer,Brad,09/02/1997,,,,1997-09-02,Brad Fullmer
6243,fulmc001,Fulmer,Carson,07/17/2016,,,,2016-07-17,Carson Fulmer
6246,fulmm001,Fulmer,Michael,04/29/2016,,,,2016-04-29,Michael Fulmer
6248,fultb001,Fulton,Bill,09/12/1987,,,,1987-09-12,Bill Fulton
6249,fulta001,Fultz,Aaron,04/05/2000,,,,2000-04-05,Aaron Fultz
6252,fundm001,Funderburk,Mark,09/04/1981,,,,1981-09-04,Mark Funderburk
6255,funkt001,Funk,Tom,07/24/1986,,,,1986-07-24,Tom Funk
6257,furbc001,Furbush,Charlie,05/23/2011,,,,2011-05-23,Charlie Furbush
6258,furcr001,Furcal,Rafael,04/04/2000,,,,2000-04-04,Rafael Furcal
6261,furmj001,Furmaniak,J.J.,09/13/2005,,,,2005-09-13,J.J. Furmaniak
6263,fussc001,Fussell,Chris,09/15/1998,,,,1998-09-15,Chris Fussell
6267,fyhrm001,Fyhrie,Mike,09/14/1996,,,,1996-09-14,Mike Fyhrie
6268,gabbk001,Gabbard,Kason,07/22/2006,,,,2006-07-22,Kason Gabbard
6269,gabia001,Gabino,Armando,08/25/2009,,,,2009-08-25,Armando Gabino
6278,gaetg001,Gaetti,Gary,09/20/1981,,04/02/2002,,1981-09-20,Gary Gaetti
6279,gaffb001,Gaff,Brent,07/07/1982,,,,1982-07-07,Brent Gaff
6284,gagne001,Gagne,Eric,09/07/1999,,,,1999-09-07,Eric Gagne
6285,gagng001,Gagne,Greg,06/05/1983,,,,1983-06-05,Greg Gagne
6288,gaile001,Gaillard,Eddie,08/11/1997,,,,1997-08-11,Eddie Gaillard
6290,gainj001,Gainer,Jay,05/14/1993,,,,1993-05-14,Jay Gainer
6293,gaint001,Gainey,Ty,04/24/1985,,,,1985-04-24,Ty Gainey
6295,gajks001,Gajkowski,Steve,05/25/1998,,,,1998-05-25,Steve Gajkowski
6296,gaked001,Gakeler,Dan,06/09/1991,,,,1991-06-09,Dan Gakeler
6299,galaa001,Galarraga,Andres,08/23/1985,,,,1985-08-23,Andres Galarraga
6300,galaa002,Galarraga,Armando,09/15/2007,,,,2007-09-15,Armando Galarraga
6304,galer002,Gale,Rocky,09/06/2015,,,,2015-09-06,Rocky Gale
6306,gallj001,Gall,John,07/26/2005,,,,2005-07-26,John Gall
6310,gallc001,Gallagher,Cam,08/06/2017,,,,2017-08-06,Cam Gallagher
6311,galld001,Gallagher,Dave,04/12/1987,,,,1987-04-12,Dave Gallagher
6319,galls001,Gallagher,Sean,06/09/2007,,,,2007-06-09,Sean Gallagher
6322,gally001,Gallardo,Yovani,06/18/2007,,,,2007-06-18,Yovani Gallardo
6324,gallm001,Gallego,Mike,04/11/1985,,05/01/2002,,1985-04-11,Mike Gallego
6325,gallg001,Gallegos,Giovanny,05/12/2017,,,,2017-05-12,Giovanny Gallegos
6330,gallj002,Gallo,Joey,06/02/2015,,,,2015-06-02,Joey Gallo
6331,gallm002,Gallo,Mike,07/02/2003,,,,2003-07-02,Mike Gallo
6334,galvb001,Galvez,Balvino,05/07/1986,,,,1986-05-07,Balvino Galvez
6339,galvf001,Galvis,Freddy,04/05/2012,,,,2012-04-05,Freddy Galvis
6344,gambe001,Gamboa,Eddie,09/02/2016,,,,2016-09-02,Eddie Gamboa
6346,gameb001,Gamel,Ben,05/06/2016,,,,2016-05-06,Ben Gamel
6347,gamem001,Gamel,Mat,09/03/2008,,,,2008-09-03,Mat Gamel
6349,gandg001,Gandarillas,Gus,07/17/2001,,,,2001-07-17,Gus Gandarillas
6356,gantj002,Gant,John,04/06/2016,,,,2016-04-06,John Gant
6357,gantr001,Gant,Ron,09/06/1987,,,,1987-09-06,Ron Gant
6363,garae001,Garabito,Eddy,05/27/2005,,,,2005-05-27,Eddy Garabito
6365,garak001,Garagozzo,Keith,04/05/1994,,,,1994-04-05,Keith Garagozzo
6366,garav001,Garate,Victor,09/05/2009,,,,2009-09-05,Victor Garate
6371,garbb001,Garbey,Barbaro,04/03/1984,,,,1984-04-03,Barbaro Garbey
6373,garcf003,Garces,Frank,08/19/2014,,,,2014-08-19,Frank Garces
6374,garcr001,Garces,Rich,09/18/1990,,,,1990-09-18,Rich Garces
6375,garca004,Garcia,Adonis,05/19/2015,,,,2015-05-19,Adonis Garcia
6376,garca001,Garcia,Amaury,07/05/1999,,,,1999-07-05,Amaury Garcia
6377,garca002,Garcia,Anderson,07/07/2007,,,,2007-07-07,Anderson Garcia
6378,garca003,Garcia,Avisail,08/31/2012,,,,2012-08-31,Avisail Garcia
6379,garcc001,Garcia,Carlos,09/20/1990,,04/04/2005,,1990-09-20,Carlos Garcia
6381,garcc002,Garcia,Christian,09/04/2012,,,,2012-09-04,Christian Garcia
6383,garcd002,Garcia,Daniel,09/02/2003,,,,2003-09-02,Daniel Garcia
6384,garcd101,Garcia,Danny,04/26/1981,,,,1981-04-26,Danny Garcia
6386,garcf002,Garcia,Freddy,04/07/1999,,,,1999-04-07,Freddy Garcia
6387,garcf001,Garcia,Freddy,05/02/1995,,,,1995-05-02,Freddy Garcia
6388,garcg002,Garcia,Greg,04/28/2014,,,,2014-04-28,Greg Garcia
6389,garcg001,Garcia,Guillermo,07/19/1998,,,,1998-07-19,Guillermo Garcia
6390,garch001,Garcia,Harvey,09/03/2007,,,,2007-09-03,Harvey Garcia
6391,garcj004,Garcia,Jaime,07/11/2008,,,,2008-07-11,Jaime Garcia
6392,garcj006,Garcia,Jarlin,04/14/2017,,,,2017-04-14,Jarlin Garcia
6393,garcj005,Garcia,Jason,04/08/2015,,,,2015-04-08,Jason Garcia
6394,garcj001,Garcia,Jesse,04/05/1999,,,,1999-04-05,Jesse Garcia
6395,garcj003,Garcia,Jose,09/11/2006,,,,2006-09-11,Jose Garcia
6396,garck002,Garcia,Karim,09/02/1995,,,,1995-09-02,Karim Garcia
6398,garcl001,Garcia,Leo,04/06/1987,,,,1987-04-06,Leo Garcia
6399,garcl004,Garcia,Leury,04/06/2013,,,,2013-04-06,Leury Garcia
6400,garcl002,Garcia,Luis,04/05/1999,,,,1999-04-05,Luis Garcia
6401,garcl003,Garcia,Luis,04/10/2002,,,,2002-04-10,Luis Garcia
6402,garcl005,Garcia,Luis,07/10/2013,,,,2013-07-10,Luis Garcia
6403,garcm001,Garcia,Miguel,04/30/1987,,,,1987-04-30,Miguel Garcia
6404,garcm002,Garcia,Mike,09/10/1999,,,,1999-09-10,Mike Garcia
6406,garco001,Garcia,Onelki,09/11/2013,,,,2013-09-11,Onelki Garcia
6410,garcr002,Garcia,Ramon,05/31/1991,,,,1991-05-31,Ramon Garcia
6411,garcr003,Garcia,Reynaldo,07/19/2002,,,,2002-07-19,Reynaldo Garcia
6413,garcr004,Garcia,Rosman,04/19/2003,,,,2003-04-19,Rosman Garcia
6414,garcw001,Garcia,Willy,04/14/2017,,,,2017-04-14,Willy Garcia
6415,garcy001,Garcia,Yimi,09/01/2014,,,,2014-09-01,Yimi Garcia
6416,garcn001,Garciaparra,Nomar,08/31/1996,,,,1996-08-31,Nomar Garciaparra
6419,gardr001,Gardenhire,Ron,09/01/1981,4/1/2002,04/09/1991,,1981-09-01,Ron Gardenhire
6420,gardn001,Gardewine,Nick,08/22/2017,,,,2017-08-22,Nick Gardewine
6422,gardm002,Gardiner,Mike,09/08/1990,,,,1990-09-08,Mike Gardiner
6427,gardb001,Gardner,Brett,06/30/2008,,,,2008-06-30,Brett Gardner
6428,gardc001,Gardner,Chris,09/10/1991,,,,1991-09-10,Chris Gardner
6433,gardj001,Gardner,Jeff,09/10/1991,,,,1991-09-10,Jeff Gardner
6436,gardl001,Gardner,Lee,05/24/2002,,,,2002-05-24,Lee Gardner
6437,gardm001,Gardner,Mark,05/16/1989,,03/31/2003,,1989-05-16,Mark Gardner
6440,gardw001,Gardner,Wes,07/29/1984,,,,1984-07-29,Wes Gardner
6444,garid001,Garibay,Daniel,04/09/2000,,,,2000-04-09,Daniel Garibay
6445,garkr001,Garko,Ryan,09/18/2005,,,,2005-09-18,Ryan Garko
6446,garlj001,Garland,Jon,07/04/2000,,,,2000-07-04,Jon Garland
6452,garnd001,Garneau,Dustin,08/20/2015,,,,2015-08-20,Dustin Garneau
6453,garnc001,Garner,Cole,07/04/2011,,,,2011-07-04,Cole Garner
6454,garnp002,Garner,Perci,08/31/2016,,,,2016-08-31,Perci Garner
6458,garrs001,Garrelts,Scott,10/02/1982,,,,1982-10-02,Scott Garrelts
6460,garra001,Garrett,Amir,04/07/2017,,,,2017-04-07,Amir Garrett
6469,garrs002,Garrison,Steve,07/25/2011,,,,2011-07-25,Steve Garrison
6470,garrw001,Garrison,Webster,08/02/1996,,,,1996-08-02,Webster Garrison
6473,gartr001,Garton,Ryan,05/26/2016,,,,2016-05-26,Ryan Garton
6474,garvm001,Garver,Mitch,08/19/2017,,,,2017-08-19,Mitch Garver
6479,garzm001,Garza,Matt,08/11/2006,,,,2006-08-11,Matt Garza
6483,gassd001,Gassner,Dave,04/16/2005,,,,2005-04-16,Dave Gassner
6484,gastj001,Gast,John,05/14/2013,,,,2013-05-14,John Gast
6492,gateb001,Gates,Brent,05/05/1993,,,,1993-05-05,Brent Gates
6494,gatem101,Gates,Mike,05/06/1981,,,,1981-05-06,Mike Gates
6496,gathj001,Gathright,Joey,06/25/2004,,,,2004-06-25,Joey Gathright
6498,gatte001,Gattis,Evan,04/03/2013,,,,2013-04-03,Evan Gattis
6499,gaubj001,Gaub,John,09/12/2011,,,,2011-09-12,John Gaub
6501,gaudc001,Gaudin,Chad,08/01/2003,,,,2003-08-01,Chad Gaudin
6503,gausk001,Gausman,Kevin,05/23/2013,,,,2013-05-23,Kevin Gausman
6507,gavis001,Gaviglio,Sam,05/11/2017,,,,2017-05-11,Sam Gaviglio
6513,gearc001,Gearrin,Cory,04/25/2011,,,,2011-04-25,Cory Gearrin
6515,gearg001,Geary,Geoff,08/27/2003,,,,2003-08-27,Geoff Geary
6522,gedmr001,Gedman,Rich,09/07/1980,,,,1980-09-07,Rich Gedman
6524,gee-d001,Gee,Dillon,09/07/2010,,,,2010-09-07,Dillon Gee
6527,geerj001,Geer,Josh,08/30/2008,,,,2008-08-30,Josh Geer
6542,gelts001,Geltz,Steve,08/16/2012,,,,2012-08-16,Steve Geltz
6545,genns001,Gennett,Scooter,06/03/2013,,,,2013-06-03,Scooter Gennett
6549,gentc001,Gentry,Craig,09/06/2009,,,,2009-09-06,Craig Gentry
6555,georc002,George,Chris,07/26/2001,,,,2001-07-26,Chris George
6556,georc001,George,Chris,10/01/1991,,,,1991-10-01,Chris George
6563,gerbc001,Gerber,Craig,04/11/1985,,,,1985-04-11,Craig Gerber
6566,gereb001,Geren,Bob,05/17/1988,4/2/2007,04/01/2003,,1988-05-17,Bob Geren
6569,gerhk001,Gerhart,Ken,09/14/1986,,,,1986-09-14,Ken Gerhart
6574,germd001,German,Domingo,06/11/2017,,,,2017-06-11,Domingo German
6575,germe001,German,Esteban,05/21/2002,,,,2002-05-21,Esteban German
6576,germf001,German,Franklyn,09/07/2002,,,,2002-09-07,Franklyn German
6578,germj001,Germano,Justin,05/22/2004,,,,2004-05-22,Justin Germano
6579,germg001,Germen,Gonzalez,07/12/2013,,,,2013-07-12,Gonzalez Germen
6584,geruj001,Gerut,Jody,04/26/2003,,,,2003-04-26,Jody Gerut
6585,gervs001,Gervacio,Samuel,08/14/2009,,,,2009-08-14,Samuel Gervacio
6592,gettb001,Gettis,Byron,05/27/2004,,,,2004-05-27,Byron Gettis
6594,getzc001,Getz,Chris,08/12/2008,,,,2008-08-12,Chris Getz
6600,ghelt101,Ghelfi,Tony,09/01/1983,,,,1983-09-01,Tony Ghelfi
6602,giamj001,Giambi,Jason,05/08/1995,,,,1995-05-08,Jason Giambi
6603,giamj002,Giambi,Jeremy,09/01/1998,,,,1998-09-01,Jeremy Giambi
6604,gianr001,Giannelli,Ray,05/04/1991,,,,1991-05-04,Ray Giannelli
6608,giart001,Giarratano,Tony,06/01/2005,,,,2005-06-01,Tony Giarratano
6609,giavj001,Giavotella,Johnny,08/05/2011,,,,2011-08-05,Johnny Giavotella
6612,gibbj002,Gibbons,Jay,04/06/2001,,,,2001-04-06,Jay Gibbons
6613,gibbj001,Gibbons,John,04/11/1984,8/9/2004,06/03/2002,,1984-04-11,John Gibbons
6615,gibrs001,Gibralter,Steve,06/01/1995,,,,1995-06-01,Steve Gibralter
6616,gibsb001,Gibson,Bob,04/13/1983,,,,1983-04-13,Bob Gibson
6620,gibsd001,Gibson,Derrick,09/08/1998,,,,1998-09-08,Derrick Gibson
6625,gibsk002,Gibson,Kyle,06/29/2013,,,,2013-06-29,Kyle Gibson
6627,gibsp001,Gibson,Paul,04/08/1988,,,,1988-04-08,Paul Gibson
6634,gideb001,Gideon,Brett,07/05/1987,,,,1987-07-05,Brett Gideon
6639,giesd001,Giese,Dan,09/08/2007,,,,2007-09-08,Dan Giese
6643,gil-b001,Gil,Benji,04/05/1993,,,,1993-04-05,Benji Gil
6644,gil-g001,Gil,Geronimo,09/08/2001,,,,2001-09-08,Geronimo Gil
6646,gil-j001,Gil,Jerry,08/22/2004,,,,2004-08-22,Jerry Gil
6657,gilbm001,Gilbert,Mark,07/21/1985,,,,1985-07-21,Mark Gilbert
6659,gilbs001,Gilbert,Shawn,06/02/1997,,,,1997-06-02,Shawn Gilbert
6665,gileb001,Giles,Brian,09/12/1981,,,,1981-09-12,Brian Giles
6666,gileb002,Giles,Brian,09/16/1995,,,,1995-09-16,Brian Giles
6667,gilek001,Giles,Ken,06/12/2014,,,,2014-06-12,Ken Giles
6668,gilem001,Giles,Marcus,04/17/2001,,,,2001-04-17,Marcus Giles
6669,gilfj001,Gilfillan,Jason,05/16/2003,,,,2003-05-16,Jason Gilfillan
6673,gilkb001,Gilkey,Bernard,09/04/1990,,,,1990-09-04,Bernard Gilkey
6682,gillc001,Gillaspie,Conor,09/09/2008,,,,2008-09-09,Conor Gillaspie
6688,gillt001,Gilles,Tom,06/07/1990,,,,1990-06-07,Tom Gilles
6690,gillc002,Gillespie,Cole,04/21/2010,,,,2010-04-21,Cole Gillespie
6703,gilms001,Gilmartin,Sean,04/10/2015,,,,2015-04-10,Sean Gilmartin
6711,gimec001,Gimenez,Chris,06/03/2009,,,,2009-06-03,Chris Gimenez
6712,gimeh001,Gimenez,Hector,09/25/2006,,,,2006-09-25,Hector Gimenez
6713,gindc001,Gindl,Caleb,06/15/2013,,,,2013-06-15,Caleb Gindl
6718,gintk001,Ginter,Keith,09/20/2000,,,,2000-09-20,Keith Ginter
6719,gintm001,Ginter,Matt,09/01/2000,,,,2000-09-01,Matt Ginter
6720,gioll001,Giolito,Lucas,06/28/2016,,,,2016-06-28,Lucas Giolito
6723,giove001,Giovanola,Ed,09/10/1995,,,,1995-09-10,Ed Giovanola
6724,gipsc001,Gipson,Charles,03/31/1998,,,,1998-03-31,Charles Gipson
6726,giraj001,Girardi,Joe,04/04/1989,4/3/2006,04/03/2005,,1989-04-04,Joe Girardi
6727,giroc001,Girodo,Chad,04/22/2016,,,,2016-04-22,Chad Girodo
6729,gissc001,Gissell,Chris,08/22/2004,,,,2004-08-22,Chris Gissell
6732,giveb001,Givens,Brian,06/24/1995,,,,1995-06-24,Brian Givens
6733,givem001,Givens,Mychal,06/24/2015,,,,2015-06-24,Mychal Givens
6735,gladd001,Gladden,Dan,09/05/1983,,,,1983-09-05,Dan Gladden
6741,gland001,Glanville,Doug,06/09/1996,,,,1996-06-09,Doug Glanville
6743,glast001,Glasnow,Tyler,07/07/2016,,,,2016-07-07,Tyler Glasnow
6746,glauk001,Glauber,Keith,09/08/1998,,,,1998-09-08,Keith Glauber
6747,glaut001,Glaus,Troy,07/31/1998,,,,1998-07-31,Troy Glaus
6750,glavm001,Glavine,Mike,09/14/2003,,,,2003-09-14,Mike Glavine
6751,glavt001,Glavine,Tom,08/17/1987,,,,1987-08-17,Tom Glavine
6768,glenb001,Glenn,Brad,06/27/2014,,,,2014-06-27,Brad Glenn
6776,gling001,Glinatsis,George,07/18/1994,,,,1994-07-18,George Glinatsis
6777,gloar001,Gload,Ross,08/31/2000,,,,2000-08-31,Ross Gload
6781,glovg001,Glover,Gary,09/30/1999,,,,1999-09-30,Gary Glover
6782,glovk001,Glover,Koda,07/20/2016,,,,2016-07-20,Koda Glover
6786,glynr001,Glynn,Ryan,05/16/1999,,,,1999-05-16,Ryan Glynn
6788,gobbj001,Gobble,Jimmy,08/03/2003,,,,2003-08-03,Jimmy Gobble
6793,godfg001,Godfrey,Graham,06/10/2011,,,,2011-06-10,Graham Godfrey
